new_id,batch,timestamp,old_run,new_run,old_config,new_config
036,2,2026-07-16T18:29:25.461355,023_resnetgru_smoke,036_resnetgru_smoke,,
037,2,2026-07-16T20:03:37.921429,023_resnetgru,037_resnetgru,023_resnetgru,037_resnetgru
038,2,2026-07-16T20:20:44.936096,024_res160_smoke,038_res160_smoke,,
039,2,2026-07-16T23:05:04.286735,024_res160,039_res160,024_res160,039_res160
040,2,2026-07-16T23:18:05.826770,027_snapshot_qsmoke,040_snapshot_qsmoke,,
041,2,2026-07-17T01:55:48.008493,027_snapshot,041_snapshot,027_snapshot,041_snapshot
042,2,2026-07-17T02:03:45.540217,025_bnadapt_qsmoke,042_bnadapt_qsmoke,,
043,2,2026-07-17T03:44:35.662311,025_bnadapt,043_bnadapt,025_bnadapt,043_bnadapt
044,2,2026-07-17T03:52:36.465622,028_seqflow_qsmoke,044_seqflow_qsmoke,,
045,2,2026-07-17T05:35:07.376128,028_seqflow,045_seqflow,028_seqflow,045_seqflow
046,2,2026-07-17T05:43:10.003100,026_erase_qsmoke,046_erase_qsmoke,,
047,2,2026-07-17T07:25:38.114415,026_erase,047_erase,026_erase,047_erase
048,2,2026-07-17T07:44:46.622266,029_noweight_qsmoke,048_noweight_qsmoke,,
049,2,2026-07-17T09:25:39.790871,029_noweight,049_noweight,029_noweight,049_noweight
050,2,2026-07-18T23:55:24.497732,030_vivit_rgb_qsmoke,050_vivit_rgb_qsmoke,,
051,2,2026-07-19T17:45:00.735387,030_vivit_rgb,051_vivit_rgb,030_vivit_rgb,051_vivit_rgb
052,2,2026-07-20T11:36:39.236146,033_vivit_flow,052_vivit_flow,033_vivit_flow,052_vivit_flow
053,2,2026-07-20T13:47:10.489312,034_r3d_diff,053_r3d_diff,034_r3d_diff,053_r3d_diff
054,2,2026-07-20T15:09:34.374061,035_r3d_diff_randstart,054_r3d_diff_randstart,035_r3d_diff_randstart,054_r3d_diff_randstart
055,2,2026-07-20T16:52:15.726484,036_r3d_diff_res128,055_r3d_diff_res128,036_r3d_diff_res128,055_r3d_diff_res128
056,2,2026-07-20T18:13:52.826081,037_r3d_diff_evalshift,056_r3d_diff_evalshift,037_r3d_diff_evalshift,056_r3d_diff_evalshift
057,2,2026-07-20T20:16:03.660881,038_mc3_diff,057_mc3_diff,038_mc3_diff,057_mc3_diff
058,2,2026-07-20T22:47:49.760868,039_r2plus1d_diff,058_r2plus1d_diff,039_r2plus1d_diff,058_r2plus1d_diff
059,2,2026-07-22T14:13:08.241564,014_r3d_v2_dev_smoke2,059_r3d_v2_dev_smoke2,014_r3d,059_r3d
060,2,2026-07-22T14:42:24.468726,014_r3d_v2_dev,060_r3d_v2_dev,014_r3d,060_r3d
061,2,2026-07-22T14:55:15.876052,014_r3d_v2_dev_p5,061_r3d_v2_dev_p5,014_r3d,061_r3d
062,2,2026-07-22T15:29:48.082879,040_r3d_flow_comp_v2_dev_p5,062_r3d_flow_comp_v2_dev_p5,040_r3d_flow_comp,062_r3d_flow_comp
063,2,2026-07-22T15:38:22.571310,100_fusion_baseline_iter40_90_10,063_fusion_baseline_iter40_90_10,,
064,2,2026-07-22T15:38:22.665309,100_fusion_baseline_iter40_70_30,064_fusion_baseline_iter40_70_30,,
065,2,2026-07-22T15:38:23.819576,100_fusion_baseline_iter40_80_20,065_fusion_baseline_iter40_80_20,,
066,3,2026-07-22T16:05:53.666665,043_r3d_onset_apex_corrected_v2_dev_p5,066_r3d_onset_apex_corrected_v2_dev_p5,043_r3d_onset_apex_corrected,066_r3d_onset_apex_corrected
067,3,2026-07-22T16:07:52.740396,100_fusion_baseline_iter43_25full_75apex,067_fusion_baseline_iter43_25full_75apex,,
068,3,2026-07-22T16:07:52.918394,100_fusion_baseline_iter43_50full_50apex,068_fusion_baseline_iter43_50full_50apex,,
069,3,2026-07-22T16:07:53.030396,100_fusion_baseline_iter43_75full_25apex,069_fusion_baseline_iter43_75full_25apex,,
070,3,2026-07-22T16:48:13.671337,044_r3d_res160_protocol_v2_dev_p5,070_r3d_res160_protocol_v2_dev_p5,044_r3d_res160_protocol,070_r3d_res160_protocol
071,3,2026-07-22T16:49:20.473991,100_fusion_champion_iter44_80_20,071_fusion_champion_iter44_80_20,,
072,3,2026-07-22T16:49:20.478014,100_fusion_champion_iter44_90_10,072_fusion_champion_iter44_90_10,,
073,3,2026-07-22T17:17:37.329993,028_seqflow_v2_dev_p5,073_seqflow_v2_dev_p5,028_seqflow,073_seqflow
074,3,2026-07-22T17:18:27.850225,100_fusion_champion_seqflow_95_05,074_fusion_champion_seqflow_95_05,,
075,3,2026-07-22T17:49:28.370904,020_ema_v2_dev_p5,075_ema_v2_dev_p5,020_ema,075_ema
076,3,2026-07-22T17:50:18.010244,100_fusion_champion_ema_80_20,076_fusion_champion_ema_80_20,,
077,3,2026-07-22T17:50:18.018244,100_fusion_champion_ema_90_10,077_fusion_champion_ema_90_10,,
078,3,2026-07-22T18:20:23.981833,014_r3d_s123_v2_dev_p5,078_r3d_s123_v2_dev_p5,014_r3d_s123,078_r3d_s123
079,3,2026-07-22T18:48:35.439111,045_r3d_onset_apex_s123_v2_dev_p5,079_r3d_onset_apex_s123_v2_dev_p5,045_r3d_onset_apex_s123,079_r3d_onset_apex_s123
080,3,2026-07-22T18:49:26.157060,100_fusion_full_seed42_123_50_50,080_fusion_full_seed42_123_50_50,,
081,3,2026-07-22T18:49:26.251517,100_fusion_temporal_s123_50_50,081_fusion_temporal_s123_50_50,,
082,3,2026-07-22T18:49:26.495316,100_fusion_apex_seed42_123_50_50,082_fusion_apex_seed42_123_50_50,,
083,3,2026-07-22T18:51:56.872521,100_fusion_champion42_plus_apexensemble_50_50,083_fusion_champion42_plus_apexensemble_50_50,,
084,3,2026-07-22T18:52:11.956834,100_fusion_temporal_seed42_123_equal4,084_fusion_temporal_seed42_123_equal4,,
085,3,2026-07-22T19:21:31.534006,014_r3d_s2024_v2_dev_v2_dev_p5,085_r3d_s2024_v2_dev_v2_dev_p5,014_r3d_s2024,085_r3d_s2024
