run,stem,protocol,split,role,complete,UF1,UAR,ACC,n_folds,n_subjects,n_samples,backbone,input_mode,img_size,T,lr,seed,epochs,elapsed_sec,time
112_g1_user_s42_v2_dev_p5,g1_user_s42,protocol_v2,grouped 4-fold,dev,True,0.6255456719273075,0.6513495484400657,0.6530612244897959,4,21,196,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,775.8477773666382,2026-07-23T21:44:16.774279
113_g1_user_s123_v2_dev_p5,g1_user_s123,protocol_v2,grouped 4-fold,dev,True,0.5528571160133788,0.5896513238916257,0.5663265306122449,4,21,196,r3d_18,rgb,128.0,16.0,0.0001,123.0,25.0,761.5778408050537,2026-07-23T21:57:07.546029
114_g1_user_s2024_v2_dev_p5,g1_user_s2024,protocol_v2,grouped 4-fold,dev,True,0.5778507687598596,0.60627052545156,0.6071428571428571,4,21,196,r3d_18,rgb,128.0,16.0,0.0001,2024.0,25.0,744.5778074264526,2026-07-23T22:09:41.124720
115_g2_disgust_others_s42_v2_dev_p5,g2_disgust_others_s42,protocol_v2,grouped 4-fold,dev,True,0.7387688268220901,0.7750888817065288,0.8177083333333334,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,732.2235898971558,2026-07-23T22:22:01.941667
116_g2_disgust_others_s123_v2_dev_p5,g2_disgust_others_s123,protocol_v2,grouped 4-fold,dev,True,0.7495472643298731,0.7732425662572722,0.828125,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,123.0,25.0,730.6645832061768,2026-07-23T22:34:21.065366
117_g2_disgust_others_s2024_v2_dev_p5,g2_disgust_others_s2024,protocol_v2,grouped 4-fold,dev,True,0.6933068834659262,0.7445499353587589,0.78125,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,2024.0,25.0,827.3820087909698,2026-07-23T22:48:17.862491
118_g3_disgust_others_plus_s42_v2_dev_p5,g3_disgust_others_plus_s42,protocol_v2,grouped 4-fold,dev,True,0.7129119847530804,0.7529532967032967,0.7857142857142857,4,21,196,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,861.1337468624115,2026-07-23T23:02:49.570355
119_g3_disgust_others_plus_s123_v2_dev_p5,g3_disgust_others_plus_s123,protocol_v2,grouped 4-fold,dev,True,0.6769472792781143,0.7019230769230769,0.7602040816326531,4,21,196,r3d_18,rgb,128.0,16.0,0.0001,123.0,25.0,849.9919333457947,2026-07-23T23:17:09.795741
120_g3_disgust_others_plus_s2024_v2_dev_p5,g3_disgust_others_plus_s2024,protocol_v2,grouped 4-fold,dev,True,0.696481414939913,0.7456959706959707,0.7704081632653061,4,21,196,r3d_18,rgb,128.0,16.0,0.0001,2024.0,25.0,857.9711725711823,2026-07-23T23:31:37.441882
121_r3d_earlystop_s42_v2_dev_p5,r3d_earlystop_s42,protocol_v2,grouped 4-fold,dev,True,0.575458873492608,0.5803278007273479,0.5885416666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,689.8876075744629,2026-08-03T10:33:56.565409
122_r3d_llrd_s42_v2_dev_p5,r3d_llrd_s42,protocol_v2,grouped 4-fold,dev,True,0.6831696116601778,0.7131284831494746,0.6822916666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,860.9291217327118,2026-08-03T10:48:27.514688
123_r3d_unfreeze_s42_v2_dev_p5,r3d_unfreeze_s42,protocol_v2,grouped 4-fold,dev,True,0.6232809640692288,0.636524072339441,0.625,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,833.388614654541,2026-08-03T11:02:30.560593
124_r3d_ep60_s42_v2_dev_p5,r3d_ep60_s42,protocol_v2,grouped 4-fold,dev,True,0.6644358080943447,0.6837326109272899,0.671875,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,1821.6035678386688,2026-08-03T11:33:02.946748
125_r3d_es_llrd_s42_v2_dev_p5,r3d_es_llrd_s42,protocol_v2,grouped 4-fold,dev,True,0.6193730606608618,0.6323758533084446,0.625,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,653.9959886074066,2026-08-03T11:44:08.910141
126_r3d_es_bigcheck_s42_v2_dev_p5,r3d_es_bigcheck_s42,protocol_v2,grouped 4-fold,dev,True,0.5664441516615428,0.5972083701162904,0.59375,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,601.9996838569641,2026-08-03T11:54:33.132629
127_r3d_es_loss_s42_v2_dev_p5,r3d_es_loss_s42,protocol_v2,grouped 4-fold,dev,True,0.6137073839049267,0.6264189797811667,0.609375,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,700.5389230251312,2026-08-03T12:06:23.484994
128_r3d_es_leaky_diag_s42_v2_dev_p5,r3d_es_leaky_diag_s42,protocol_v2,grouped 4-fold,dev,True,0.6742283747161796,0.7245002571999128,0.6614583333333334,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,809.5592339038849,2026-08-03T12:20:04.422976
129_r3d_es_leaky_llrd_diag_s42_v2_dev_p5,r3d_es_leaky_llrd_diag_s42,protocol_v2,grouped 4-fold,dev,True,0.6694016498964952,0.6988389501750982,0.6666666666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,749.4009735584259,2026-08-03T12:32:43.707323
130_r3d_faceparse_full_s42_v2_dev_p5,r3d_faceparse_full_s42,protocol_v2,grouped 4-fold,dev,True,0.6637233730701583,0.6944717181178806,0.671875,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,792.7912485599518,2026-08-03T12:46:33.763290
131_r3d_faceparse_autoapex_s42_v2_dev_p5,r3d_faceparse_autoapex_s42,protocol_v2,grouped 4-fold,dev,True,0.6698094068487055,0.6934244427522411,0.6770833333333334,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,1001.0661923885345,2026-08-03T13:03:25.266412
132_r3d_es_refit_s42_v2_dev_p5,r3d_es_refit_s42,protocol_v2,grouped 4-fold,dev,True,0.6509107637742365,0.6851127860927851,0.6614583333333334,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,1682.4266991615295,2026-08-03T13:32:09.684210
133_r3d_es_refit_uf1_s42_v2_dev_p5,r3d_es_refit_uf1_s42,protocol_v2,grouped 4-fold,dev,True,0.6518162370433405,0.6920276450596277,0.6510416666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,1114.1413390636444,2026-08-03T13:50:54.927196
134_r3d_es_refit_llrd_s42_v2_dev_p5,r3d_es_refit_llrd_s42,protocol_v2,grouped 4-fold,dev,True,0.6212074280483266,0.6644752447891746,0.6041666666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,1023.5442140102386,2026-08-03T14:08:09.451088
135_r3d_lastk5_s42_v2_dev_p5,r3d_lastk5_s42,protocol_v2,grouped 4-fold,dev,True,0.6591508876342662,0.6872709067588543,0.6614583333333334,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,856.2398676872253,2026-08-03T14:22:51.396007
136_r3d_lastk8_s42_v2_dev_p5,r3d_lastk8_s42,protocol_v2,grouped 4-fold,dev,True,0.6702360817477097,0.7064534153677509,0.6614583333333334,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,977.895759344101,2026-08-03T14:39:20.663996
137_r3d_lastk8_ep40_s42_v2_dev_p5,r3d_lastk8_ep40_s42,protocol_v2,grouped 4-fold,dev,True,0.6982901746746798,0.7214663090577049,0.6979166666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,40.0,1362.3259773254395,2026-08-03T15:02:13.041392
138_r3d_snapshot3_s42_v2_dev_p5,r3d_snapshot3_s42,protocol_v2,grouped 4-fold,dev,True,0.6651160700240455,0.693719717237336,0.6510416666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0002,42.0,39.0,1193.5208196640015,2026-08-03T15:22:18.213436
139_r3d_au02_full_s42_v2_dev_p5,r3d_au02_full_s42,protocol_v2,grouped 4-fold,dev,True,0.6893814245496899,0.7193857976229785,0.6822916666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,773.8435928821564,2026-08-03T15:35:24.131582
140_r3d_au05_full_s42_v2_dev_p5,r3d_au05_full_s42,protocol_v2,grouped 4-fold,dev,True,0.6689959969706806,0.6957404774259343,0.6614583333333334,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,754.346962928772,2026-08-03T15:48:08.493243
141_r3d_au10_full_s42_v2_dev_p5,r3d_au10_full_s42,protocol_v2,grouped 4-fold,dev,True,0.6690147787478666,0.6993933339173681,0.65625,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,800.4769854545593,2026-08-03T16:01:38.588684
142_r3d_au05_autoapex_s42_v2_dev_p5,r3d_au05_autoapex_s42,protocol_v2,grouped 4-fold,dev,True,0.6713788711642061,0.7068187740212364,0.6666666666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,975.3362250328064,2026-08-03T16:18:04.451003
143_r3d_lastk8_ep40_s123_v2_dev_p5,r3d_lastk8_ep40_s123,protocol_v2,grouped 4-fold,dev,True,0.6483453940505901,0.6734046866541323,0.65625,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,123.0,40.0,1344.5496351718903,2026-08-03T16:40:40.650416
144_r3d_lastk8_ep40_s2024_v2_dev_p5,r3d_lastk8_ep40_s2024,protocol_v2,grouped 4-fold,dev,True,0.7088200453367033,0.7176772152325245,0.7083333333333334,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,2024.0,40.0,1360.92831492424,2026-08-03T17:03:31.765680
145_r3d_lastk8_ep40_autoapex_s42_v2_dev_p5,r3d_lastk8_ep40_autoapex_s42,protocol_v2,grouped 4-fold,dev,True,0.7059807389672751,0.729804134965935,0.7135416666666666,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,40.0,1665.8578419685364,2026-08-03T17:31:27.489666
146_r3d_v2_dev_loso_dev_p5,r3d_res128,protocol_v2,LOSO 21,dev,True,0.710941696764056,0.734837166622864,0.6979166666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4065.842339038849,2026-08-03T18:39:23.040943
147_r3d_auto_apex_s42_v2_dev_loso_dev_p5,r3d_auto_apex_s42,protocol_v2,LOSO 21,dev,True,0.6816517890424789,0.7142945309639492,0.6666666666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4302.7982494831085,2026-08-03T19:51:15.839266
148_r3d_lastk8_ep40_s42_v2_dev_loso_dev_p5,r3d_lastk8_ep40_s42,protocol_v2,LOSO 21,dev,True,0.7075297393369683,0.7336466904323877,0.6979166666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,40.0,6605.3715035915375,2026-08-03T21:41:31.152740
149_r3d_au05_full_s42_v2_dev_loso_dev_p5,r3d_au05_full_s42,protocol_v2,LOSO 21,dev,True,0.6742933663940744,0.7125413597676441,0.65625,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4285.972697496414,2026-08-03T22:53:08.711285
150_r3d_es_refit_s42_v2_dev_loso_dev_p5,r3d_es_refit_s42,protocol_v2,LOSO 21,dev,True,0.6929939540066122,0.7374064702063665,0.6822916666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,5587.740950584412,2026-08-04T00:26:27.582983
151_r3d_llrd_s42_v2_dev_loso_dev_p5,r3d_llrd_s42,protocol_v2,LOSO 21,dev,True,0.7168796535570581,0.739155429613706,0.7083333333333334,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4282.145217895508,2026-08-04T01:38:00.189145
152_r3d_ep60_s42_v2_dev_loso_dev_p5,r3d_ep60_s42,protocol_v2,LOSO 21,dev,True,0.6874202397344349,0.7049983265158509,0.6979166666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,10092.311951875687,2026-08-04T04:26:22.929444
153_r3d_faceparse_full_s42_v2_dev_loso_dev_p5,r3d_faceparse_full_s42,protocol_v2,LOSO 21,dev,True,0.7136094714256039,0.7336173763811858,0.6927083333333334,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4259.26394534111,2026-08-04T05:37:32.625917
154_resnetgru_full_s42_v2_dev_p5,resnetgru_full_s42,protocol_v2,grouped 4-fold,dev,True,0.5969703340163036,0.6317657054802674,0.6041666666666666,4,21,192,resnet_gru,rgb,128.0,16.0,0.0001,42.0,25.0,625.3482270240784,2026-08-04T05:48:57.077626
155_resnetgru_autoapex_s42_v2_dev_p5,resnetgru_autoapex_s42,protocol_v2,grouped 4-fold,dev,True,0.6656143661145761,0.6986534629890448,0.6614583333333334,4,21,192,resnet_gru,rgb,128.0,16.0,0.0001,42.0,25.0,755.1289558410645,2026-08-04T06:01:41.880082
156_r3d_au01_full_s42_v2_dev_p5,r3d_au01_full_s42,protocol_v2,grouped 4-fold,dev,True,0.6682454072838855,0.6948294393940415,0.6614583333333334,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,809.4254105091095,2026-08-04T06:15:21.184026
157_r3d_au02_autoapex_s42_v2_dev_p5,r3d_au02_autoapex_s42,protocol_v2,grouped 4-fold,dev,True,0.6594947093677053,0.6985389023291755,0.65625,4,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,968.1014909744263,2026-08-04T06:31:39.396395
158_r3d_au02_full_s42_v2_dev_loso_dev_p5,r3d_au02_full_s42,protocol_v2,LOSO 21,dev,True,0.667144038756942,0.6971237973938573,0.65625,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4269.901205539703,2026-08-04T07:42:59.331238
159_mc3_full_s42_v2_dev_loso_dev_p5,mc3_full_s42,protocol_v2,LOSO 21,dev,True,0.6431075992967197,0.6533111400133429,0.65625,21,21,192,mc3_18,rgb,128.0,16.0,0.0001,42.0,25.0,4728.807849645615,2026-08-04T09:02:50.416094
160_r2plus1d_full_s42_v2_dev_loso_dev_p5,r2plus1d_full_s42,protocol_v2,LOSO 21,dev,True,0.7058623161000845,0.7323409796958078,0.6875,21,21,192,r2plus1d_18,rgb,128.0,16.0,0.0001,42.0,25.0,7687.5630893707275,2026-08-04T11:11:15.087805
161_resnetgru_autoapex_s42_v2_dev_loso_dev_p5,resnetgru_autoapex_s42,protocol_v2,LOSO 21,dev,True,0.6578790150379356,0.6882720770746149,0.6510416666666666,21,21,192,resnet_gru,rgb,128.0,16.0,0.0001,42.0,25.0,3536.7873260974884,2026-08-04T12:10:25.105120
162_resnetgru_full_s42_v2_dev_loso_dev_p5,resnetgru_full_s42,protocol_v2,LOSO 21,dev,True,0.6128873280843263,0.66027468726063,0.6041666666666666,21,21,192,resnet_gru,rgb,128.0,16.0,0.0001,42.0,25.0,3087.6052396297455,2026-08-04T13:02:04.491637
163_r3d_regionattn_full_s42_v2_dev_loso_dev_p5,r3d_regionattn_full_s42,protocol_v2,LOSO 21,dev,True,0.7283095766022595,0.7439746147055455,0.7135416666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4462.813754320145,2026-08-04T14:16:57.087591
164_r3d_regionattn_apex_s42_v2_dev_loso_dev_p5,r3d_regionattn_apex_s42,protocol_v2,LOSO 21,dev,True,0.6667025032129719,0.703608885414631,0.6614583333333334,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4708.358976125717,2026-08-04T15:35:36.759292
165_r3d_regionattn_dyn_s42_v2_dev_loso_dev_p5,r3d_regionattn_dyn_s42,protocol_v2,LOSO 21,dev,True,0.6757507517741193,0.7099141019679724,0.6666666666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4575.6382167339325,2026-08-04T16:52:03.357357
166_r3d_nocheek_full_s42_v2_dev_loso_dev_p5,r3d_nocheek_full_s42,protocol_v2,LOSO 21,dev,True,0.6457848523070402,0.6666468431799343,0.6354166666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4302.0979862213135,2026-08-04T18:03:56.873010
167_r3d_auroi_full_s42_v2_dev_loso_dev_p5,r3d_auroi_full_s42,protocol_v2,LOSO 21,dev,True,0.6479060748371459,0.6844994934621804,0.6354166666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4273.949744939804,2026-08-04T19:15:21.664665
168_r3d_auroi_apex_s42_v2_dev_loso_dev_p5,r3d_auroi_apex_s42,protocol_v2,LOSO 21,dev,True,0.6351127850536601,0.6647088586838104,0.625,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4401.2565631866455,2026-08-04T20:28:53.357283
169_r3d_focus_region_full_s42_v2_dev_loso_dev_p5,r3d_focus_region_full_s42,protocol_v2,LOSO 21,dev,True,0.6393982234160364,0.6592538619296957,0.6354166666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4871.081408023834,2026-08-04T21:50:15.670034
170_r3d_focus_energy_full_s42_v2_dev_loso_dev_p5,r3d_focus_energy_full_s42,protocol_v2,LOSO 21,dev,True,0.6849959253573712,0.7057931753294742,0.6614583333333334,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4821.8893122673035,2026-08-04T23:10:47.927714
171_r3d_focus_region_apex_s42_v2_dev_loso_dev_p5,r3d_focus_region_apex_s42,protocol_v2,LOSO 21,dev,True,0.6642492504659265,0.6960796668306457,0.6666666666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,4985.137880086899,2026-08-05T00:34:04.478281
172_r3d_focus_es_full_s42_v2_dev_loso_dev_p5,r3d_focus_es_full_s42,protocol_v2,LOSO 21,dev,True,0.6198017453791478,0.6657802816395202,0.609375,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,6898.408239126205,2026-08-05T02:29:13.670743
173_r3d_focus_es_apex_s42_v2_dev_loso_dev_p5,r3d_focus_es_apex_s42,protocol_v2,LOSO 21,dev,True,0.6466330350155768,0.6736248228240775,0.6458333333333334,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,8186.827583789825,2026-08-05T04:45:51.139527
174_r3d_regionattn_s123_v2_dev_loso_dev_p5,r3d_regionattn_s123,protocol_v2,LOSO 21,dev,True,0.6864665802139592,0.7242004901399213,0.6770833333333334,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,123.0,25.0,4486.184375524521,2026-08-05T06:02:21.147288
175_r3d_regionattn_s2024_v2_dev_loso_dev_p5,r3d_regionattn_s2024,protocol_v2,LOSO 21,dev,True,0.6862440723771183,0.7007601436725452,0.6770833333333334,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,2024.0,25.0,4458.055017709732,2026-08-05T07:16:49.523190
176_r3d_regionattn_s7_v2_dev_loso_dev_p5,r3d_regionattn_s7,protocol_v2,LOSO 21,dev,True,0.6952654101894702,0.7116930493127482,0.6979166666666666,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,7.0,25.0,4487.966413497925,2026-08-05T08:31:47.924643
177_r3d_s123_loso_v2_dev_loso_dev_p5,r3d_s123_loso,protocol_v2,LOSO 21,dev,True,0.6779573939951017,0.7126559204275134,0.6614583333333334,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,123.0,25.0,4091.369703054428,2026-08-05T09:41:50.055666
178_r3d_s2024_loso_v2_dev_loso_dev_p5,r3d_s2024_loso,protocol_v2,LOSO 21,dev,True,0.6853014144605929,0.7222090440025248,0.671875,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,2024.0,25.0,4075.3819608688354,2026-08-05T10:49:55.423105
179_r3d_s7_loso_v2_dev_loso_dev_p5,r3d_s7_loso,protocol_v2,LOSO 21,dev,True,0.6964743589743589,0.7214631642552771,0.6927083333333334,21,21,192,r3d_18,rgb,128.0,16.0,0.0001,7.0,25.0,4048.2658677101135,2026-08-05T11:57:34.115941
180_r3d_v2_dev_loso_all_p5,r3d_res128,protocol_v2,LOSO 26,dev,True,0.6901841948900772,0.6974529822029822,0.6707317073170732,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,6348.0686202049255,2026-08-05T22:39:01.391611
181_r3d_regionattn_full_s42_v2_dev_loso_all_p5,r3d_regionattn_full_s42,protocol_v2,LOSO 26,dev,True,0.7021927634868178,0.7208205868205868,0.6829268292682927,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,6840.914512872696,2026-08-06T00:33:12.323672
182_r3d_focus_region_full_s42_v2_dev_loso_all_p5,r3d_focus_region_full_s42,protocol_v2,LOSO 26,dev,True,0.7120815289278463,0.727058201058201,0.6951219512195121,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,7301.159774780273,2026-08-06T02:35:04.007162
183_r3d_focus_es_full_s42_v2_dev_loso_all_p5,r3d_focus_es_full_s42,protocol_v2,LOSO 26,dev,True,0.6508425904614541,0.6685715488215489,0.6300813008130082,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,11932.435715436935,2026-08-06T05:54:06.276085
184_r3d_auto_apex_s42_v2_dev_loso_all_p5,r3d_auto_apex_s42,protocol_v2,LOSO 26,dev,True,0.7098256206452928,0.7413265993265993,0.6788617886178862,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,6687.8681354522705,2026-08-06T07:45:44.005462
185_r3d_lastk8_ep40_s42_v2_dev_loso_all_p5,r3d_lastk8_ep40_s42,protocol_v2,LOSO 26,dev,True,0.6889015707779534,0.7010217652717653,0.6666666666666666,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,40.0,10517.354226827621,2026-08-06T10:41:11.284674
186_r3d_llrd_s42_v2_dev_loso_all_p5,r3d_llrd_s42,protocol_v2,LOSO 26,dev,True,0.6995022287653867,0.7192035834535835,0.6869918699186992,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,6394.263589143753,2026-08-06T12:27:56.644187
187_r3d_faceparse_full_s42_v2_dev_loso_all_p5,r3d_faceparse_full_s42,protocol_v2,LOSO 26,dev,True,0.6824209727673176,0.7002521645021644,0.6666666666666666,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,6425.772470235825,2026-08-06T14:15:12.134647
188_r3d_au05_full_s42_v2_dev_loso_all_p5,r3d_au05_full_s42,protocol_v2,LOSO 26,dev,True,0.721124977001559,0.73775481000481,0.6991869918699187,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,6449.750149488449,2026-08-06T16:02:51.304383
189_r3d_es_refit_s42_v2_dev_loso_all_p5,r3d_es_refit_s42,protocol_v2,LOSO 26,dev,True,0.6755503392062143,0.7017883597883599,0.6504065040650406,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,60.0,8313.81116938591,2026-08-06T18:21:34.508516
190_r2plus1d_full_s42_v2_dev_loso_all_p5,r2plus1d_full_s42,protocol_v2,LOSO 26,dev,True,0.6943036113073032,0.701126984126984,0.6707317073170732,26,26,246,r2plus1d_18,rgb,128.0,16.0,0.0001,42.0,25.0,8933.515458106995,2026-08-06T20:50:37.039221
191_r3d_focus_energy_full_s42_v2_dev_loso_all_p5,r3d_focus_energy_full_s42,protocol_v2,LOSO 26,dev,True,0.6583508971712441,0.6730121452621451,0.6300813008130082,26,26,246,r3d_18,rgb,128.0,16.0,0.0001,42.0,25.0,7124.523094892502,2026-08-06T22:49:30.711322
192_fusion10_loso26,fusion10_loso26,fusion,0-fold,dev,True,0.7117743746936294,0.7232469937469937,0.6951219512195121,0,0,246,,,,,,,,,2026-08-06T22:49:36.819610
193_resnetgru_nopretrain_full_s42_v2_dev_loso_all_p5,resnetgru_nopretrain_full_s42,protocol_v2,LOSO 26,dev,True,0.6612427690959393,0.7116541606541607,0.6300813008130082,26,26,246,resnet_gru,rgb,128.0,16.0,0.0001,42.0,25.0,4254.374246120453,2026-08-07T00:00:43.103109
194_resnetgru_nopretrain_apex_s42_v2_dev_loso_all_p5,resnetgru_nopretrain_apex_s42,protocol_v2,LOSO 26,dev,True,0.690351395730706,0.7247647907647907,0.6544715447154471,26,26,246,resnet_gru,rgb,128.0,16.0,0.0001,42.0,25.0,4460.563607215881,2026-08-07T01:15:12.867342
195_focus_rnn_nopretrain_full_s42_v2_dev_loso_all_p5,focus_rnn_nopretrain_full_s42,protocol_v2,LOSO 26,dev,True,0.6147733661633854,0.6497941317941318,0.5934959349593496,26,26,246,resnet_gru,rgb,128.0,16.0,0.0001,42.0,25.0,5500.7141082286835,2026-08-07T02:47:03.236574
196_focus_rnn_nopretrain_es_full_s42_v2_dev_loso_all_p5,focus_rnn_nopretrain_es_full_s42,protocol_v2,LOSO 26,dev,True,0.5678796175003862,0.6046883116883117,0.556910569105691,26,26,246,resnet_gru,rgb,128.0,16.0,0.0001,42.0,60.0,13109.235080480576,2026-08-07T06:25:41.715061
